crime_id,date,district,crime_type,latitude,longitude,location,suspect_id,victim_id,police_station,status,arrested,repeat_offender,population_density,unemployment_rate,risk_zone,risk_score
CR-003432,2023-05-02,Hubballi,Theft,15.310792,75.047772,Hubballi Zone 2,SUS-00568,VIC-00625,Hubballi Women PS,Arrested,1,0,709.13,5.14,Low Risk,0.2352
CR-003433,2023-09-27,Bagalkot,Theft,16.092806,75.737952,Bagalkot Zone 4,SUS-00531,VIC-00661,Bagalkot North PS,Closed,0,1,294.48,5.75,Medium Risk,0.4509
CR-003434,2023-12-12,Hassan,Cybercrime,13.136918,75.962259,Hassan Zone 5,SUS-00732,VIC-00270,Hassan Women PS,Arrested,1,0,308.62,4.78,Low Risk,0.2179
CR-003435,2023-08-11,Chamarajanagar,Domestic Violence,11.998247,77.021752,Chamarajanagar Zone 4,SUS-00714,VIC-01012,Chamarajanagar West PS,Closed,0,0,171.49,6.01,Low Risk,0.3514
CR-003436,2025-04-23,Mysuru,Drug Offense,12.36142,76.654213,Mysuru Zone 1,SUS-00361,VIC-00384,Mysuru Traffic PS,Arrested,1,0,848.97,5.18,Low Risk,0.2767
CR-003437,2024-04-03,Mangaluru,Assault,12.921944,74.852406,Mangaluru Zone 4,SUS-00390,VIC-00777,Mangaluru Cyber Crime Cell,Closed,0,0,1256.37,4.87,Low Risk,0.3588
CR-003438,2023-12-22,Udupi,Domestic Violence,13.350901,74.749654,Udupi Zone 2,SUS-00138,VIC-00941,Udupi East PS,Closed,0,0,448.69,4.25,Low Risk,0.2792
CR-003439,2023-02-22,Raichur,Robbery,16.246407,77.289263,Raichur Zone 1,SUS-00032,VIC-00562,Raichur Cyber Crime Cell,Active,0,0,275.61,6.13,Low Risk,0.3308
CR-003440,2025-02-10,Bengaluru Rural,Cybercrime,13.210338,77.469702,Bengaluru Rural Zone 3,SUS-00045,VIC-01048,Bengaluru Rural Rural PS,Arrested,1,0,481.6,4.86,Low Risk,0.3125
CR-003441,2024-01-26,Shivamogga,Theft,14.044332,75.757998,Shivamogga Zone 1,SUS-00064,VIC-01161,Shivamogga Traffic PS,Arrested,1,0,366.12,5.79,Low Risk,0.2117
CR-003442,2024-11-06,Bengaluru Rural,Assault,13.10701,77.579501,Bengaluru Rural Zone 1,SUS-00524,VIC-01136,Bengaluru Rural Cyber Crime Cell,Arrested,1,1,497.34,5.18,Medium Risk,0.621
CR-003443,2023-03-30,Dharwad,Drug Offense,15.432352,75.040585,Dharwad Zone 1,SUS-00229,VIC-00815,Dharwad Traffic PS,Active,0,0,451.68,5.67,Low Risk,0.2372
CR-003444,2025-01-17,Tumakuru,Assault,13.366721,77.148949,Tumakuru Zone 4,SUS-00173,VIC-00606,Tumakuru Rural PS,Active,0,0,285.65,4.71,Low Risk,0.2095
CR-003445,2025-02-13,Vijayapura,Cybercrime,16.721576,75.698527,Vijayapura Zone 2,SUS-00475,VIC-00526,Vijayapura Central PS,Arrested,1,0,334.16,6.12,Low Risk,0.2745
CR-003446,2024-12-30,Kodagu,Fraud,12.377566,75.609294,Kodagu Zone 3,SUS-00189,VIC-01016,Kodagu West PS,Arrested,1,0,177.84,4.54,Low Risk,0.2197
CR-003447,2025-03-09,Hubballi,Assault,15.404042,75.178242,Hubballi Zone 2,SUS-00466,VIC-00792,Hubballi North PS,Arrested,1,0,713.88,5.1,Low Risk,0.3027
CR-003448,2023-10-19,Bengaluru Urban,Fraud,12.987806,77.553998,Bengaluru Urban Zone 3,SUS-00144,VIC-00710,Bengaluru Urban Cyber Crime Cell,Closed,0,0,5011.42,4.48,Medium Risk,0.614
CR-003449,2025-03-12,Vijayapura,Drug Offense,16.701724,75.572256,Vijayapura Zone 5,SUS-00263,VIC-01121,Vijayapura Cyber Crime Cell,Arrested,1,0,337.46,5.98,Low Risk,0.211
CR-003450,2023-12-21,Koppal,Domestic Violence,15.376276,76.136978,Koppal Zone 1,SUS-00772,VIC-00845,Koppal Women PS,Closed,0,0,232.82,6.23,Low Risk,0.3254
CR-003451,2023-08-17,Uttara Kannada,Drug Offense,14.715381,74.566753,Uttara Kannada Zone 1,SUS-00016,VIC-00034,Uttara Kannada Traffic PS,Arrested,1,0,202.89,4.83,Low Risk,0.2697
CR-003452,2024-12-02,Gadag,Domestic Violence,15.515663,75.597848,Gadag Zone 4,SUS-00673,VIC-00768,Gadag Rural PS,Active,0,0,251.35,5.87,Low Risk,0.2066
CR-003453,2024-12-12,Shivamogga,Assault,13.999009,75.599888,Shivamogga Zone 4,SUS-00435,VIC-00914,Shivamogga Traffic PS,Active,0,0,358.87,4.89,Low Risk,0.2808
CR-003454,2023-07-15,Mandya,Robbery,12.676639,76.838786,Mandya Zone 2,SUS-00194,VIC-00260,Mandya Rural PS,Active,0,0,398.29,4.68,Low Risk,0.1921
CR-003455,2025-02-14,Mangaluru,Theft,12.884574,75.092757,Mangaluru Zone 1,SUS-00523,VIC-00988,Mangaluru South PS,Active,0,0,1048.71,4.83,Medium Risk,0.4145
CR-003456,2024-10-20,Chikkamagaluru,Cybercrime,13.31014,75.774625,Chikkamagaluru Zone 4,SUS-00247,VIC-00452,Chikkamagaluru West PS,Active,0,0,222.97,4.62,Low Risk,0.2737
CR-003457,2025-02-02,Kolar,Assault,13.20036,78.160418,Kolar Zone 2,SUS-00556,VIC-01081,Kolar North PS,Active,0,1,428.53,5.37,Medium Risk,0.454
CR-003458,2024-01-09,Bengaluru Rural,Assault,13.263111,77.512805,Bengaluru Rural Zone 4,SUS-00197,VIC-00815,Bengaluru Rural East PS,Arrested,1,1,571.48,4.99,Medium Risk,0.4845
CR-003459,2024-04-20,Chitradurga,Cybercrime,14.071462,76.427639,Chitradurga Zone 2,SUS-00582,VIC-00684,Chitradurga Women PS,Arrested,1,0,253.09,6.01,Low Risk,0.3526
CR-003460,2024-12-23,Belagavi,Drug Offense,15.767169,74.518393,Belagavi Zone 2,SUS-00058,VIC-00428,Belagavi Traffic PS,Closed,0,1,736.05,6.1,Medium Risk,0.5119
CR-003461,2024-10-01,Hassan,Theft,13.053977,76.197261,Hassan Zone 4,SUS-00790,VIC-00118,Hassan Central PS,Closed,0,0,280.32,4.91,Low Risk,0.2628
CR-003462,2024-11-15,Davangere,Theft,14.448588,76.000821,Davangere Zone 2,SUS-00261,VIC-00528,Davangere South PS,Active,0,1,352.37,5.3,Medium Risk,0.4992
CR-003463,2023-12-19,Chikkaballapur,Theft,13.316497,77.741808,Chikkaballapur Zone 3,SUS-00178,VIC-00489,Chikkaballapur Cyber Crime Cell,Arrested,1,0,358.66,4.84,Low Risk,0.1886
CR-003464,2023-03-16,Tumakuru,Murder,13.497442,77.097365,Tumakuru Zone 5,SUS-00787,VIC-00035,Tumakuru West PS,Arrested,1,0,299.74,5.17,Low Risk,0.261
CR-003465,2024-11-18,Chikkamagaluru,Assault,13.276556,75.78691,Chikkamagaluru Zone 3,SUS-00770,VIC-00700,Chikkamagaluru Cyber Crime Cell,Active,0,0,216.43,4.95,Low Risk,0.2792
CR-003466,2024-10-01,Gadag,Burglary,15.555779,75.692374,Gadag Zone 4,SUS-00012,VIC-00536,Gadag Rural PS,Arrested,1,0,219.84,6.06,Low Risk,0.329
CR-003467,2024-02-25,Belagavi,Assault,15.986684,74.456861,Belagavi Zone 4,SUS-00361,VIC-01028,Belagavi Cyber Crime Cell,Arrested,1,0,573.53,5.8,Low Risk,0.2869
CR-003468,2024-02-28,Belagavi,Drug Offense,15.795652,74.621247,Belagavi Zone 1,SUS-00093,VIC-00580,Belagavi East PS,Arrested,1,0,592.28,5.54,Medium Risk,0.4061
CR-003469,2024-11-04,Kodagu,Fraud,12.342036,75.644243,Kodagu Zone 1,SUS-00097,VIC-01138,Kodagu Central PS,Arrested,1,0,170.51,4.36,Low Risk,0.2178
CR-003470,2024-09-23,Ballari,Domestic Violence,15.225979,76.926791,Ballari Zone 4,SUS-00454,VIC-00043,Ballari West PS,Closed,0,0,369.85,7.14,Low Risk,0.3776
CR-003471,2024-07-19,Hassan,Cybercrime,13.138794,76.004131,Hassan Zone 3,SUS-00378,VIC-00367,Hassan Rural PS,Active,0,0,270.38,4.78,Low Risk,0.195
CR-003472,2025-01-28,Bagalkot,Cybercrime,16.257088,75.588696,Bagalkot Zone 5,SUS-00425,VIC-00122,Bagalkot West PS,Closed,0,0,318.97,5.5,Low Risk,0.2076
CR-003473,2024-07-17,Chikkamagaluru,Drug Offense,13.200557,75.698942,Chikkamagaluru Zone 5,SUS-00673,VIC-00630,Chikkamagaluru West PS,Closed,0,0,237.99,5.26,Low Risk,0.319
CR-003474,2024-12-16,Udupi,Theft,13.29579,74.636486,Udupi Zone 3,SUS-00786,VIC-00759,Udupi Special Task Force,Arrested,1,0,415.98,4.23,Low Risk,0.1821
CR-003475,2023-07-19,Bagalkot,Burglary,16.302167,75.619681,Bagalkot Zone 5,SUS-00033,VIC-01186,Bagalkot Rural PS,Closed,0,1,278.35,6.01,Medium Risk,0.545
CR-003476,2025-04-25,Mangaluru,Cybercrime,13.107256,74.721169,Mangaluru Zone 4,SUS-00504,VIC-00088,Mangaluru South PS,Active,0,0,1264.23,5.03,Low Risk,0.2576
CR-003477,2023-12-24,Tumakuru,Theft,13.332851,77.067586,Tumakuru Zone 4,SUS-00791,VIC-00163,Tumakuru North PS,Closed,0,0,308.09,4.81,Low Risk,0.3106
CR-003478,2024-07-29,Uttara Kannada,Drug Offense,14.923039,74.761151,Uttara Kannada Zone 4,SUS-00223,VIC-00727,Uttara Kannada South PS,Arrested,1,0,178.5,5.2,Low Risk,0.3395
CR-003479,2024-09-06,Davangere,Drug Offense,14.615512,76.023778,Davangere Zone 4,SUS-00486,VIC-00760,Davangere South PS,Closed,0,0,320.47,5.59,Low Risk,0.3486
CR-003480,2024-10-15,Tumakuru,Theft,13.2513,77.086775,Tumakuru Zone 2,SUS-00321,VIC-00441,Tumakuru West PS,Closed,0,1,326.64,5.53,Medium Risk,0.4756
CR-003481,2023-02-17,Bagalkot,Fraud,16.192792,75.514303,Bagalkot Zone 4,SUS-00399,VIC-00694,Bagalkot East PS,Active,0,0,278.65,6.19,Low Risk,0.3801
CR-003482,2023-08-26,Ramanagara,Theft,12.723575,77.178361,Ramanagara Zone 2,SUS-00400,VIC-00094,Ramanagara South PS,Closed,0,0,435.21,5.13,Low Risk,0.3045
CR-003483,2025-05-28,Kolar,Theft,13.076563,78.067966,Kolar Zone 2,SUS-00457,VIC-00946,Kolar East PS,Arrested,1,0,510.51,4.97,Low Risk,0.2703
CR-003484,2024-06-06,Ballari,Assault,15.193638,77.060526,Ballari Zone 4,SUS-00115,VIC-00228,Ballari South PS,Arrested,1,0,341.09,6.89,Low Risk,0.3071
CR-003485,2023-10-15,Kolar,Fraud,13.31452,78.016762,Kolar Zone 1,SUS-00595,VIC-00437,Kolar Cyber Crime Cell,Closed,0,1,439.96,5.49,Medium Risk,0.6312
CR-003486,2024-08-28,Chikkaballapur,Theft,13.340271,77.748125,Chikkaballapur Zone 3,SUS-00698,VIC-00377,Chikkaballapur Cyber Crime Cell,Closed,0,0,343.48,4.79,Low Risk,0.3475
CR-003487,2023-01-31,Haveri,Fraud,14.768952,75.315852,Haveri Zone 2,SUS-00430,VIC-00876,Haveri Cyber Crime Cell,Active,0,0,247.48,6.01,Low Risk,0.3284
CR-003488,2024-07-14,Vijayapura,Drug Offense,16.834853,75.709059,Vijayapura Zone 2,SUS-00557,VIC-00962,Vijayapura Cyber Crime Cell,Arrested,1,0,305.83,6.08,Low Risk,0.3967
CR-003489,2024-10-19,Chitradurga,Theft,14.115417,76.478436,Chitradurga Zone 5,SUS-00638,VIC-01103,Chitradurga Central PS,Active,0,0,240.9,6.29,Low Risk,0.3626
CR-003490,2023-04-22,Chikkaballapur,Robbery,13.400869,77.683013,Chikkaballapur Zone 1,SUS-00200,VIC-00623,Chikkaballapur Women PS,Closed,0,0,364.7,5.39,Low Risk,0.2483
CR-003491,2024-10-02,Koppal,Theft,15.428104,76.272024,Koppal Zone 4,SUS-00653,VIC-00158,Koppal North PS,Active,0,1,245.99,7.18,Medium Risk,0.6446
CR-003492,2024-09-22,Mangaluru,Theft,12.921891,74.930721,Mangaluru Zone 3,SUS-00404,VIC-00033,Mangaluru Traffic PS,Closed,0,0,1175.81,5.33,Low Risk,0.2567
CR-003493,2023-03-25,Chamarajanagar,Assault,11.923669,77.037951,Chamarajanagar Zone 2,SUS-00072,VIC-00936,Chamarajanagar South PS,Active,0,0,207.26,6.04,Low Risk,0.2604
CR-003494,2025-03-11,Hassan,Assault,13.08692,76.118171,Hassan Zone 4,SUS-00592,VIC-00053,Hassan Traffic PS,Active,0,0,329.2,4.77,Low Risk,0.1752
CR-003495,2025-05-10,Raichur,Domestic Violence,16.283914,77.298058,Raichur Zone 5,SUS-00457,VIC-00393,Raichur Cyber Crime Cell,Closed,0,0,272.32,6.53,Low Risk,0.2531
CR-003496,2023-04-20,Mangaluru,Burglary,12.726902,74.91147,Mangaluru Zone 2,SUS-00508,VIC-00713,Mangaluru Special Task Force,Active,0,0,1129.11,5.49,Low Risk,0.2936
CR-003497,2023-11-28,Kolar,Assault,13.179043,78.155136,Kolar Zone 4,SUS-00046,VIC-00964,Kolar North PS,Closed,0,1,523.95,5.04,Medium Risk,0.5362
CR-003498,2024-07-07,Mysuru,Robbery,12.199746,76.606069,Mysuru Zone 3,SUS-00206,VIC-00453,Mysuru South PS,Closed,0,0,981.95,4.74,Low Risk,0.2258
CR-003499,2023-10-16,Mysuru,Assault,12.183049,76.600308,Mysuru Zone 1,SUS-00739,VIC-00077,Mysuru North PS,Closed,0,0,785.07,4.93,Low Risk,0.3522
CR-003500,2023-06-17,Mangaluru,Burglary,12.982321,74.912323,Mangaluru Zone 4,SUS-00498,VIC-00125,Mangaluru Women PS,Arrested,1,0,1218.06,5.74,Low Risk,0.3395
CR-003501,2025-04-06,Yadgir,Assault,16.883009,77.157554,Yadgir Zone 1,SUS-00111,VIC-00852,Yadgir Special Task Force,Active,0,0,247.47,6.6,Low Risk,0.3151
CR-003502,2023-08-05,Mangaluru,Assault,12.857975,74.835438,Mangaluru Zone 1,SUS-00035,VIC-00234,Mangaluru Central PS,Closed,0,0,1131.61,4.99,Low Risk,0.2982
CR-003503,2025-05-17,Haveri,Cybercrime,14.732571,75.409835,Haveri Zone 1,SUS-00497,VIC-00491,Haveri Cyber Crime Cell,Active,0,1,304.4,6.03,Medium Risk,0.5556
CR-003504,2023-06-18,Kolar,Assault,13.08977,78.182739,Kolar Zone 2,SUS-00570,VIC-01181,Kolar Traffic PS,Closed,0,0,522.81,4.94,Low Risk,0.3867
CR-003505,2023-07-20,Bagalkot,Theft,16.001905,75.536386,Bagalkot Zone 3,SUS-00636,VIC-00794,Bagalkot North PS,Closed,0,0,270.18,6.26,Low Risk,0.3855
CR-003506,2023-04-26,Ramanagara,Drug Offense,12.680827,77.331912,Ramanagara Zone 2,SUS-00462,VIC-00315,Ramanagara Women PS,Closed,0,0,371.71,5.01,Low Risk,0.3718
CR-003507,2023-07-22,Hubballi,Burglary,15.452452,75.069215,Hubballi Zone 3,SUS-00027,VIC-00083,Hubballi West PS,Closed,0,0,771.04,5.47,Low Risk,0.3381
CR-003508,2023-12-03,Raichur,Drug Offense,16.054225,77.308864,Raichur Zone 2,SUS-00460,VIC-00617,Raichur Cyber Crime Cell,Active,0,0,279.69,7.04,Low Risk,0.3481
CR-003509,2023-04-13,Uttara Kannada,Cybercrime,14.817667,74.639674,Uttara Kannada Zone 3,SUS-00470,VIC-00450,Uttara Kannada Traffic PS,Arrested,1,0,172.06,5.55,Low Risk,0.3753
CR-003510,2023-04-24,Dharwad,Assault,15.32857,74.97434,Dharwad Zone 4,SUS-00420,VIC-00393,Dharwad South PS,Arrested,1,0,355.81,5.88,Low Risk,0.3673
CR-003511,2023-03-06,Koppal,Cybercrime,15.29596,76.035707,Koppal Zone 3,SUS-00470,VIC-00089,Koppal Cyber Crime Cell,Arrested,1,0,225.31,7.08,Low Risk,0.3067
CR-003512,2024-05-02,Gadag,Burglary,15.430717,75.570414,Gadag Zone 2,SUS-00553,VIC-00491,Gadag East PS,Active,0,1,213.59,6.1,Medium Risk,0.5862
CR-003513,2025-05-20,Bengaluru Rural,Assault,13.122242,77.67342,Bengaluru Rural Zone 5,SUS-00681,VIC-00942,Bengaluru Rural North PS,Closed,0,0,499.23,4.99,Low Risk,0.197
CR-003514,2023-03-22,Chitradurga,Cybercrime,14.169836,76.427091,Chitradurga Zone 5,SUS-00766,VIC-00753,Chitradurga Central PS,Closed,0,0,250.87,5.6,Low Risk,0.2576
CR-003515,2025-05-05,Kolar,Theft,12.956721,78.13714,Kolar Zone 1,SUS-00265,VIC-00028,Kolar South PS,Closed,0,0,422.01,5.87,Low Risk,0.3558
CR-003516,2023-12-01,Ballari,Domestic Violence,15.074235,76.771647,Ballari Zone 1,SUS-00260,VIC-01004,Ballari Special Task Force,Closed,0,0,411.42,6.35,Medium Risk,0.4077
CR-003517,2023-10-30,Vijayapura,Assault,16.860983,75.599609,Vijayapura Zone 4,SUS-00464,VIC-00251,Vijayapura South PS,Active,0,0,285.12,5.64,Low Risk,0.3327
CR-003518,2023-03-02,Bagalkot,Assault,16.115255,75.722941,Bagalkot Zone 4,SUS-00429,VIC-00539,Bagalkot East PS,Closed,0,1,309.13,5.47,Medium Risk,0.5323
CR-003519,2024-07-21,Bengaluru Rural,Assault,13.226952,77.617763,Bengaluru Rural Zone 2,SUS-00218,VIC-00201,Bengaluru Rural Women PS,Closed,0,0,597.05,4.96,Low Risk,0.3309
CR-003520,2023-04-23,Raichur,Kidnapping,16.294169,77.22912,Raichur Zone 1,SUS-00226,VIC-00228,Raichur East PS,Active,0,0,252.07,6.85,Medium Risk,0.4143
CR-003521,2024-05-24,Ballari,Drug Offense,15.135584,76.884221,Ballari Zone 3,SUS-00282,VIC-00176,Ballari South PS,Closed,0,0,434.52,6.1,Low Risk,0.3822
CR-003522,2025-03-04,Ballari,Cybercrime,15.041802,76.787507,Ballari Zone 3,SUS-00551,VIC-00588,Ballari Cyber Crime Cell,Arrested,1,0,326.79,5.93,Low Risk,0.3949
CR-003523,2025-05-10,Kalaburagi,Theft,17.332377,76.984502,Kalaburagi Zone 3,SUS-00793,VIC-00399,Kalaburagi South PS,Arrested,1,0,443.17,6.74,Low Risk,0.2637
CR-003524,2025-02-01,Haveri,Theft,14.832632,75.276185,Haveri Zone 5,SUS-00445,VIC-00114,Haveri Central PS,Closed,0,0,270.2,6.03,Low Risk,0.3147
CR-003525,2024-06-13,Yadgir,Cybercrime,16.744978,77.101211,Yadgir Zone 2,SUS-00178,VIC-00534,Yadgir North PS,Closed,0,0,245.42,7.17,Low Risk,0.3445
CR-003526,2024-04-01,Chikkaballapur,Domestic Violence,13.408576,77.949721,Chikkaballapur Zone 5,SUS-00510,VIC-00333,Chikkaballapur Women PS,Arrested,1,1,385.69,5.74,Medium Risk,0.5086
CR-003527,2024-03-21,Chamarajanagar,Burglary,12.001325,76.910086,Chamarajanagar Zone 1,SUS-00282,VIC-00256,Chamarajanagar Special Task Force,Active,0,0,192.73,5.84,Low Risk,0.2171
CR-003528,2025-01-08,Mandya,Drug Offense,12.556993,76.895043,Mandya Zone 5,SUS-00752,VIC-00093,Mandya Traffic PS,Arrested,1,1,411.29,5.52,Medium Risk,0.5051
CR-003529,2023-04-01,Mangaluru,Assault,12.779229,74.815084,Mangaluru Zone 4,SUS-00455,VIC-01141,Mangaluru South PS,Closed,0,1,1256.65,5.28,Medium Risk,0.6386
CR-003530,2025-04-18,Bengaluru Rural,Murder,13.187717,77.658841,Bengaluru Rural Zone 4,SUS-00527,VIC-00011,Bengaluru Rural Traffic PS,Closed,0,0,488.67,5.05,Low Risk,0.2177
CR-003531,2024-09-10,Chikkaballapur,Burglary,13.5144,77.719826,Chikkaballapur Zone 3,SUS-00579,VIC-01081,Chikkaballapur West PS,Closed,0,0,317.63,5.53,Low Risk,0.254
CR-003532,2023-01-28,Davangere,Assault,14.333236,75.872478,Davangere Zone 2,SUS-00009,VIC-00283,Davangere East PS,Arrested,1,0,375.06,5.55,Low Risk,0.3559
CR-003533,2023-05-05,Chikkaballapur,Theft,13.54907,77.777777,Chikkaballapur Zone 5,SUS-00301,VIC-00857,Chikkaballapur East PS,Active,0,1,401.15,5.62,Medium Risk,0.6305
CR-003534,2024-12-01,Kolar,Theft,13.210764,78.16305,Kolar Zone 5,SUS-00032,VIC-00829,Kolar North PS,Arrested,1,0,532.01,4.98,Low Risk,0.3674
CR-003535,2023-03-21,Belagavi,Cybercrime,15.850719,74.454589,Belagavi Zone 3,SUS-00322,VIC-00600,Belagavi South PS,Closed,0,0,742.11,6.39,Low Risk,0.3001
CR-003536,2025-04-10,Udupi,Cybercrime,13.321298,74.697125,Udupi Zone 5,SUS-00414,VIC-01074,Udupi Rural PS,Closed,0,0,387.17,4.52,Low Risk,0.2866
CR-003537,2025-02-26,Belagavi,Theft,15.853478,74.538475,Belagavi Zone 1,SUS-00618,VIC-00746,Belagavi North PS,Active,0,0,726.05,6.19,Low Risk,0.3881
CR-003538,2024-05-22,Vijayapura,Robbery,16.791333,75.796588,Vijayapura Zone 4,SUS-00010,VIC-00402,Vijayapura East PS,Arrested,1,0,315.95,6.1,Low Risk,0.2316
CR-003539,2024-09-26,Udupi,Robbery,13.342458,74.737987,Udupi Zone 3,SUS-00108,VIC-00643,Udupi Cyber Crime Cell,Closed,0,0,410.49,4.29,Low Risk,0.2103
CR-003540,2023-02-26,Belagavi,Murder,15.869042,74.452544,Belagavi Zone 4,SUS-00755,VIC-01141,Belagavi Rural PS,Closed,0,0,667.63,5.65,Low Risk,0.3233
CR-003541,2024-11-29,Mysuru,Cybercrime,12.232028,76.562346,Mysuru Zone 4,SUS-00418,VIC-00040,Mysuru Rural PS,Arrested,1,0,999.79,4.68,Low Risk,0.2133
CR-003542,2023-01-19,Chikkaballapur,Theft,13.300421,77.893803,Chikkaballapur Zone 5,SUS-00718,VIC-00112,Chikkaballapur Special Task Force,Active,0,0,301.38,5.05,Low Risk,0.2337
CR-003543,2023-10-02,Chamarajanagar,Murder,11.781839,76.914237,Chamarajanagar Zone 5,SUS-00276,VIC-00487,Chamarajanagar East PS,Active,0,0,191.53,5.28,Low Risk,0.3612
CR-003544,2024-11-20,Haveri,Assault,14.961584,75.375683,Haveri Zone 1,SUS-00161,VIC-00897,Haveri Special Task Force,Closed,0,0,298.82,5.45,Low Risk,0.2093
CR-003545,2025-02-28,Mysuru,Assault,12.393899,76.59417,Mysuru Zone 4,SUS-00515,VIC-00401,Mysuru North PS,Active,0,0,891.1,4.9,Low Risk,0.3433
CR-003546,2024-10-17,Chitradurga,Drug Offense,14.100443,76.471131,Chitradurga Zone 2,SUS-00346,VIC-01047,Chitradurga Central PS,Arrested,1,0,249.68,6.19,Low Risk,0.3933
CR-003547,2024-03-29,Chamarajanagar,Theft,11.88564,76.87337,Chamarajanagar Zone 5,SUS-00448,VIC-00172,Chamarajanagar East PS,Closed,0,1,220.91,5.31,Medium Risk,0.4629
CR-003548,2023-03-19,Raichur,Theft,16.147336,77.483119,Raichur Zone 2,SUS-00302,VIC-00793,Raichur Women PS,Active,0,0,289.04,6.25,Medium Risk,0.4088
CR-003549,2024-03-27,Ramanagara,Domestic Violence,12.750638,77.198131,Ramanagara Zone 3,SUS-00221,VIC-01116,Ramanagara Rural PS,Arrested,1,0,413.51,5.29,Low Risk,0.2729
CR-003550,2024-02-04,Gadag,Burglary,15.362437,75.600248,Gadag Zone 4,SUS-00219,VIC-00217,Gadag North PS,Closed,0,0,261.5,5.89,Low Risk,0.2536
CR-003551,2023-05-27,Bagalkot,Burglary,16.278958,75.680703,Bagalkot Zone 4,SUS-00793,VIC-01151,Bagalkot East PS,Active,0,0,300.04,6.52,Low Risk,0.2401
CR-003552,2024-02-09,Hubballi,Assault,15.361697,75.045473,Hubballi Zone 1,SUS-00762,VIC-00390,Hubballi Traffic PS,Closed,0,0,856.85,5.62,Low Risk,0.3116
CR-003553,2024-11-13,Vijayapura,Kidnapping,16.777632,75.657219,Vijayapura Zone 2,SUS-00695,VIC-00221,Vijayapura Women PS,Closed,0,0,353.05,6.22,Low Risk,0.2859
CR-003554,2023-12-18,Uttara Kannada,Robbery,14.695534,74.714216,Uttara Kannada Zone 1,SUS-00248,VIC-00448,Uttara Kannada West PS,Arrested,1,0,182.04,5.47,Low Risk,0.3501
CR-003555,2025-04-12,Bagalkot,Assault,16.179681,75.74811,Bagalkot Zone 1,SUS-00076,VIC-01016,Bagalkot North PS,Active,0,0,300.9,6.45,Low Risk,0.265
CR-003556,2023-04-03,Tumakuru,Assault,13.386173,77.128118,Tumakuru Zone 2,SUS-00550,VIC-00192,Tumakuru Cyber Crime Cell,Closed,0,1,327.87,5.61,Medium Risk,0.6161
CR-003557,2023-02-11,Chikkamagaluru,Robbery,13.345305,75.86528,Chikkamagaluru Zone 5,SUS-00021,VIC-00443,Chikkamagaluru North PS,Active,0,0,215.3,4.91,Low Risk,0.3503
CR-003558,2024-01-23,Udupi,Kidnapping,13.324842,74.801867,Udupi Zone 1,SUS-00624,VIC-00561,Udupi East PS,Closed,0,0,471.8,4.29,Low Risk,0.2007
CR-003559,2025-04-08,Bengaluru Urban,Cybercrime,12.797454,77.574004,Bengaluru Urban Zone 4,SUS-00068,VIC-00332,Bengaluru Urban Rural PS,Closed,0,0,3979.49,4.06,Medium Risk,0.5916
CR-003560,2023-11-23,Gadag,Theft,15.277594,75.59618,Gadag Zone 4,SUS-00355,VIC-00235,Gadag Special Task Force,Arrested,1,0,267.64,5.9,Low Risk,0.2837
CR-003561,2025-01-25,Mysuru,Domestic Violence,12.113602,76.741042,Mysuru Zone 4,SUS-00227,VIC-00747,Mysuru Women PS,Arrested,1,0,949.09,4.46,Low Risk,0.327
CR-003562,2025-03-31,Vijayapura,Domestic Violence,16.739601,75.680666,Vijayapura Zone 1,SUS-00194,VIC-00418,Vijayapura Cyber Crime Cell,Active,0,0,367.59,6.04,Low Risk,0.2365
CR-003563,2023-01-13,Belagavi,Drug Offense,15.891478,74.493424,Belagavi Zone 2,SUS-00118,VIC-00420,Belagavi North PS,Active,0,0,575.46,5.99,Medium Risk,0.4123
CR-003564,2024-01-04,Bengaluru Rural,Murder,13.178156,77.560756,Bengaluru Rural Zone 4,SUS-00199,VIC-00876,Bengaluru Rural East PS,Arrested,1,1,535.9,5.52,Medium Risk,0.4841
CR-003565,2023-04-20,Chikkamagaluru,Robbery,13.360103,75.770601,Chikkamagaluru Zone 5,SUS-00263,VIC-00005,Chikkamagaluru South PS,Active,0,0,244.82,4.94,Low Risk,0.3621
CR-003566,2024-05-03,Tumakuru,Theft,13.328023,77.152965,Tumakuru Zone 1,SUS-00141,VIC-00926,Tumakuru Women PS,Arrested,1,0,351.42,5.48,Low Risk,0.2787
CR-003567,2024-08-28,Yadgir,Theft,16.848621,76.993613,Yadgir Zone 4,SUS-00344,VIC-00779,Yadgir West PS,Closed,0,0,205.18,7.29,Low Risk,0.2456
CR-003568,2025-02-04,Hassan,Assault,12.989836,75.979747,Hassan Zone 3,SUS-00552,VIC-01110,Hassan Special Task Force,Closed,0,1,311.74,4.78,Medium Risk,0.435
CR-003569,2024-11-18,Kalaburagi,Theft,17.258808,76.809662,Kalaburagi Zone 5,SUS-00650,VIC-00533,Kalaburagi Central PS,Closed,0,0,465.7,6.3,Medium Risk,0.412
CR-003570,2023-06-08,Mysuru,Assault,12.259256,76.646417,Mysuru Zone 5,SUS-00321,VIC-00178,Mysuru Special Task Force,Closed,0,1,887.5,4.56,Medium Risk,0.4734
